polygon wkt,period,numSamples,abundanceType,auto_and_mix_dinos,carniv_zoo,ciliates,copepods,crustacean,diatom,dinoflagellate,fish_larvae,gelatinous,holoplankton,lg_copepods,lg_phyto,meroplankton,non_carniv_zoo,pelagic_diatoms,phytoplankton,potentially_toxic/nuisance_diatoms,potentially_toxic/nuisance_dinos,sm_copepods,sm_phyto,tychopelagic_diatoms,taxa used
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1966-12,6,ind/3m^3,n/a,2.333,n/a,61.667,65.0,n/a,n/a,n/a,n/a,66.0,20.0,n/a,n/a,63.667,n/a,n/a,n/a,n/a,8.333,n/a,n/a,"{""carniv_zoo"": [""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Candacia armata""], ""copepods"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Candacia armata"", ""Oithona spp."", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Candacia armata"", ""Oithona spp."", ""Hyperiidea (Total)"", ""Para-Pseudocalanus spp.""], ""holoplankton"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Candacia armata"", ""Oithona spp."", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Candacia armata""], ""non_carniv_zoo"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Oithona spp."", ""Para-Pseudocalanus spp.""], ""sm_copepods"": [""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1967-01,2,ind/3m^3,n/a,n/a,n/a,5.0,9.0,n/a,n/a,n/a,n/a,9.0,5.0,n/a,n/a,9.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"{""copepods"": [""Calanus finmarchicus"", ""Metridia lucens""], ""crustacean"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total""], ""holoplankton"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total""], ""lg_copepods"": [""Calanus finmarchicus"", ""Metridia lucens""], ""non_carniv_zoo"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1967-02,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1967-03,2,ind/3m^3,n/a,n/a,n/a,56.0,56.0,47500.0,n/a,n/a,n/a,56.0,6.0,15000.0,n/a,56.0,47500.0,47500.0,n/a,n/a,n/a,25000.0,n/a,"{""copepods"": [""Calanus finmarchicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus finmarchicus"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Skeletonema costatum"", ""Thalassionema nitzschioides"", ""Chaetoceros(Hyalochaete) spp."", ""Rhizosolenia styliformis""], ""holoplankton"": [""Calanus finmarchicus"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus finmarchicus""], ""lg_phyto"": [""Rhizosolenia styliformis"", ""Thalassionema nitzschioides""], ""non_carniv_zoo"": [""Calanus finmarchicus"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Skeletonema costatum"", ""Thalassionema nitzschioides"", ""Chaetoceros(Hyalochaete) spp."", ""Rhizosolenia styliformis""], ""phytoplankton"": [""Skeletonema costatum"", ""Thalassionema nitzschioides"", ""Chaetoceros(Hyalochaete) spp."", ""Rhizosolenia styliformis""], ""potentially_toxic/nuisance_diatoms"": [""Skeletonema costatum""], ""sm_phyto"": [""Skeletonema costatum""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1967-04,3,ind/3m^3,n/a,n/a,n/a,136.333,137.333,196666.667,n/a,0.333,n/a,137.333,136.333,46666.667,n/a,137.667,196666.667,196666.667,n/a,n/a,n/a,n/a,n/a,"{""copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens""], ""crustacean"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total""], ""diatom"": [""Thalassiothrix longissima"", ""Ditylum brightwellii"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia seriata complex"", ""Asterionellopsis glacialis""], ""fish_larvae"": [""Fish eggs (Total)""], ""holoplankton"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens""], ""lg_phyto"": [""Thalassiothrix longissima"", ""Thalassionema nitzschioides"", ""Ditylum brightwellii"", ""Pseudo-nitzschia seriata complex"", ""Asterionellopsis glacialis""], ""non_carniv_zoo"": [""Fish eggs (Total)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total""], ""pelagic_diatoms"": [""Thalassiothrix longissima"", ""Ditylum brightwellii"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia seriata complex"", ""Asterionellopsis glacialis""], ""phytoplankton"": [""Thalassiothrix longissima"", ""Ditylum brightwellii"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia seriata complex"", ""Asterionellopsis glacialis""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1967-05,3,ind/3m^3,21666.667,n/a,n/a,73.333,74.333,81666.667,31666.667,1.0,n/a,74.333,23.333,86666.667,n/a,75.333,81666.667,113333.333,n/a,n/a,50.0,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium fusus""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp."", ""Euphausiacea Total""], ""diatom"": [""Thalassiosira spp."", ""Fragilaria spp."", ""Proboscia inermis"", ""Guinardia delicatula"", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia seriata complex"", ""Rhizosolenia hebetata semispina"", ""Rhizosolenia styliformis""], ""dinoflagellate"": [""Ceratium fusus"", ""Protoperidinium spp.""], ""fish_larvae"": [""Fish larvae""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp."", ""Euphausiacea Total""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus""], ""lg_phyto"": [""Ceratium fusus"", ""Fragilaria spp."", ""Proboscia inermis"", ""Guinardia delicatula"", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia seriata complex"", ""Rhizosolenia hebetata semispina"", ""Rhizosolenia styliformis""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp."", ""Euphausiacea Total"", ""Fish larvae""], ""pelagic_diatoms"": [""Thalassiosira spp."", ""Fragilaria spp."", ""Proboscia inermis"", ""Guinardia delicatula"", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia seriata complex"", ""Rhizosolenia hebetata semispina"", ""Rhizosolenia styliformis""], ""phytoplankton"": [""Ceratium fusus"", ""Protoperidinium spp."", ""Thalassiosira spp."", ""Fragilaria spp."", ""Proboscia inermis"", ""Guinardia delicatula"", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia seriata complex"", ""Rhizosolenia hebetata semispina"", ""Rhizosolenia styliformis""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1967-06,3,ind/3m^3,40000.0,n/a,n/a,84.0,84.0,146666.667,40000.0,n/a,n/a,84.0,0.667,55000.0,n/a,84.0,141666.667,186666.667,n/a,n/a,83.333,5000.0,5000.0,"{""auto_and_mix_dinos"": [""Ceratium lineatum"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium macroceros"", ""Ceratium furca"", ""Ceratium fusus""], ""copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Temora longicornis"", ""Calanus finmarchicus""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Temora longicornis"", ""Calanus finmarchicus""], ""diatom"": [""Skeletonema costatum"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Proboscia inermis"", ""Pseudo-nitzschia seriata complex"", ""Navicula spp.""], ""dinoflagellate"": [""Ceratium lineatum"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium macroceros"", ""Ceratium furca"", ""Ceratium fusus""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Temora longicornis"", ""Calanus finmarchicus""], ""lg_copepods"": [""Calanus finmarchicus""], ""lg_phyto"": [""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium macroceros"", ""Ceratium furca"", ""Ceratium fusus"", ""Proboscia inermis"", ""Ceratium lineatum"", ""Pseudo-nitzschia seriata complex""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Temora longicornis"", ""Calanus finmarchicus""], ""pelagic_diatoms"": [""Skeletonema costatum"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Proboscia inermis"", ""Pseudo-nitzschia seriata complex""], ""phytoplankton"": [""Skeletonema costatum"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Ceratium macroceros"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Ceratium fusus"", ""Proboscia inermis"", ""Ceratium lineatum"", ""Pseudo-nitzschia seriata complex"", ""Navicula spp.""], ""potentially_toxic/nuisance_diatoms"": [""Skeletonema costatum""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Temora longicornis"", ""Oithona spp.""], ""sm_phyto"": [""Skeletonema costatum""], ""tychopelagic_diatoms"": [""Navicula spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1967-07,3,ind/3m^3,10000.0,n/a,n/a,234.0,271.0,46666.667,10000.0,n/a,n/a,271.0,217.333,56666.667,n/a,271.0,46666.667,56666.667,n/a,n/a,16.667,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium tripos"", ""Ceratium furca""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total""], ""diatom"": [""Pseudo-nitzschia seriata complex"", ""Proboscia alata""], ""dinoflagellate"": [""Ceratium tripos"", ""Ceratium furca""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus""], ""lg_phyto"": [""Ceratium tripos"", ""Ceratium furca"", ""Pseudo-nitzschia seriata complex"", ""Proboscia alata""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total""], ""pelagic_diatoms"": [""Pseudo-nitzschia seriata complex"", ""Proboscia alata""], ""phytoplankton"": [""Ceratium tripos"", ""Ceratium furca"", ""Pseudo-nitzschia seriata complex"", ""Proboscia alata""], ""sm_copepods"": [""Acartia spp. (unidentified)""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1967-08,2,ind/3m^3,n/a,n/a,n/a,191.0,191.5,n/a,n/a,n/a,n/a,191.5,191.0,n/a,n/a,191.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"{""copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Calanus helgolandicus""], ""crustacean"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Calanus helgolandicus"", ""Euphausiacea Total""], ""holoplankton"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Calanus helgolandicus"", ""Euphausiacea Total""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Calanus helgolandicus""], ""non_carniv_zoo"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Calanus helgolandicus"", ""Euphausiacea Total""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1967-09,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1967-10,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1967-11,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1967-12,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1968-01,3,ind/3m^3,n/a,n/a,n/a,19.0,21.333,n/a,n/a,n/a,n/a,21.333,2.333,n/a,n/a,21.333,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"{""copepods"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""holoplankton"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus finmarchicus"", ""Metridia lucens""], ""non_carniv_zoo"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1968-02,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1968-03,4,ind/3m^3,n/a,0.25,n/a,16.25,16.5,n/a,n/a,n/a,n/a,16.75,3.75,n/a,n/a,16.5,n/a,n/a,n/a,n/a,12.5,n/a,n/a,"{""carniv_zoo"": [""Chaetognatha eyecount""], ""copepods"": [""Oithona spp."", ""Metridia lucens"", ""Calanus finmarchicus""], ""crustacean"": [""Oithona spp."", ""Metridia lucens"", ""Euphausiacea Total"", ""Calanus finmarchicus""], ""holoplankton"": [""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Metridia lucens"", ""Chaetognatha eyecount""], ""lg_copepods"": [""Calanus finmarchicus"", ""Metridia lucens""], ""non_carniv_zoo"": [""Oithona spp."", ""Metridia lucens"", ""Euphausiacea Total"", ""Calanus finmarchicus""], ""sm_copepods"": [""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1968-04,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1968-05,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1968-06,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1968-07,3,ind/3m^3,5000.0,0.333,n/a,517.0,517.0,n/a,5000.0,n/a,n/a,517.333,500.333,5000.0,n/a,517.0,n/a,5000.0,n/a,n/a,16.667,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium furca""], ""carniv_zoo"": [""Chaetognatha eyecount""], ""copepods"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus""], ""crustacean"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus""], ""dinoflagellate"": [""Ceratium furca""], ""holoplankton"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Chaetognatha eyecount""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus""], ""lg_phyto"": [""Ceratium furca""], ""non_carniv_zoo"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus""], ""phytoplankton"": [""Ceratium furca""], ""sm_copepods"": [""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1968-08,6,ind/3m^3,7500.0,633.333,n/a,683.167,693.833,24166.667,10000.0,n/a,n/a,1326.167,408.167,26666.667,1776.0,2468.833,24166.667,34166.667,n/a,n/a,75.0,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium fusus"", ""Dinophysis spp. Total"", ""Ceratium longipes""], ""carniv_zoo"": [""Thecosomata (North Atlantic)""], ""copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp."", ""Harpacticoida Total Traverse"", ""Calanus helgolandicus"", ""Centropages typicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp."", ""Euphausiacea Total"", ""Harpacticoida Total Traverse"", ""Calanus helgolandicus"", ""Centropages typicus"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Thalassiothrix longissima"", ""Proboscia alata"", ""Chaetoceros(Hyalochaete) spp.""], ""dinoflagellate"": [""Protoperidinium spp."", ""Dinophysis spp. Total"", ""Ceratium longipes"", ""Ceratium fusus""], ""holoplankton"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp."", ""Euphausiacea Total"", ""Harpacticoida Total Traverse"", ""Calanus helgolandicus"", ""Centropages typicus"", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Calanus helgolandicus""], ""lg_phyto"": [""Thalassiothrix longissima"", ""Ceratium fusus"", ""Ceratium longipes"", ""Proboscia alata""], ""meroplankton"": [""Echinoderm larvae"", ""Bivalvia larvae"", ""Cyphonautes"", ""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Echinoderm larvae"", ""Calanus finmarchicus"", ""Oithona spp."", ""Euphausiacea Total"", ""Cyphonautes"", ""Calanus helgolandicus"", ""Centropages typicus"", ""Decapoda larvae (Total)"", ""Bivalvia larvae"", ""Calanus I-IV"", ""Harpacticoida Total Traverse"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Thalassiothrix longissima"", ""Proboscia alata"", ""Chaetoceros(Hyalochaete) spp.""], ""phytoplankton"": [""Thalassiothrix longissima"", ""Ceratium fusus"", ""Ceratium longipes"", ""Protoperidinium spp."", ""Chaetoceros(Hyalochaete) spp."", ""Proboscia alata"", ""Dinophysis spp. Total""], ""sm_copepods"": [""Harpacticoida Total Traverse"", ""Oithona spp."", ""Centropages typicus""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1968-09,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1968-10,6,ind/3m^3,5000.0,192.5,n/a,759.833,761.167,2500.0,5000.0,n/a,n/a,953.667,109.833,5000.0,n/a,761.167,2500.0,7500.0,n/a,n/a,200.0,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium fusus"", ""Ceratium macroceros""], ""carniv_zoo"": [""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Calanus helgolandicus"", ""Centropages typicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Calanus helgolandicus"", ""Centropages typicus"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Chaetoceros(Hyalochaete) spp.""], ""dinoflagellate"": [""Ceratium fusus"", ""Ceratium macroceros""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Calanus helgolandicus"", ""Centropages typicus"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Calanus helgolandicus""], ""lg_phyto"": [""Ceratium fusus"", ""Ceratium macroceros""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Calanus helgolandicus"", ""Centropages typicus"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Chaetoceros(Hyalochaete) spp.""], ""phytoplankton"": [""Chaetoceros(Hyalochaete) spp."", ""Ceratium fusus"", ""Ceratium macroceros""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Centropages typicus""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1968-11,2,ind/3m^3,7500.0,50.0,n/a,280.5,280.5,n/a,7500.0,n/a,n/a,330.5,30.5,7500.0,n/a,280.5,n/a,7500.0,n/a,n/a,100.0,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium macroceros""], ""carniv_zoo"": [""Thecosomata (North Atlantic)""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp."", ""Metridia lucens"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp."", ""Metridia lucens"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""dinoflagellate"": [""Ceratium macroceros""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp."", ""Metridia lucens"", ""Calanus helgolandicus"", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Calanus helgolandicus""], ""lg_phyto"": [""Ceratium macroceros""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp."", ""Metridia lucens"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""phytoplankton"": [""Ceratium macroceros""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1968-12,3,ind/3m^3,n/a,35.667,n/a,219.0,219.0,n/a,n/a,n/a,n/a,254.333,52.333,n/a,n/a,218.667,n/a,n/a,n/a,n/a,50.0,n/a,n/a,"{""carniv_zoo"": [""Thecosomata (North Atlantic)"", ""Chaetognatha eyecount"", ""Candacia armata""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Candacia armata"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Candacia armata"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Candacia armata"", ""Calanus helgolandicus"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Candacia armata"", ""Calanus helgolandicus""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""sm_copepods"": [""Acartia spp. (unidentified)""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1969-01,7,ind/3m^3,n/a,0.143,n/a,17.571,18.714,n/a,n/a,n/a,n/a,18.714,3.286,n/a,n/a,18.571,n/a,n/a,n/a,n/a,7.143,n/a,n/a,"{""carniv_zoo"": [""Hyperiidea (Total)""], ""copepods"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Para-Pseudocalanus spp."", ""Scolecithricella spp.""], ""crustacean"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp."", ""Hyperiidea (Total)"", ""Scolecithricella spp.""], ""holoplankton"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp."", ""Hyperiidea (Total)"", ""Scolecithricella spp.""], ""lg_copepods"": [""Calanus finmarchicus"", ""Metridia lucens""], ""non_carniv_zoo"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp."", ""Scolecithricella spp.""], ""sm_copepods"": [""Scolecithricella spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1969-02,1,ind/3m^3,n/a,n/a,n/a,3.0,4.0,n/a,n/a,n/a,n/a,4.0,3.0,n/a,n/a,4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"{""copepods"": [""Calanus finmarchicus"", ""Metridia lucens""], ""crustacean"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total""], ""holoplankton"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total""], ""lg_copepods"": [""Calanus finmarchicus"", ""Metridia lucens""], ""non_carniv_zoo"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total""]}"
